,id,y,x1,x2,x3,x4,x5,x7,x8,x9,x10,x6_2,x6_3,x6_4,x6_5,x6_6,x6_7
63,63,2,-1.58806,1.0338,-0.66122,0.68908,1,-2.38666,-1.73385,-2.2126799999999998,0.35901,0,0,0,0,0,1
64,64,2,-0.41053,0.74093,-0.18950999999999998,0.20972,1,-2.61944,-0.82605,-0.8254100000000001,-0.30348,0,0,0,1,0,0
65,65,1,-0.49222,1.3781,-0.25543000000000005,0.40402,1,0.57355,-0.67487,0.84303,1.13005,0,0,0,0,0,1
66,66,2,1.5956,-0.59491,0.20215,-0.0293,0,-1.84339,-2.12775,-1.67314,1.02827,0,0,0,0,0,0
67,67,1,0.85574,-1.42629,-0.26678,0.41886999999999996,0,1.1264299999999998,1.4127,-2.13613,-0.78655,0,0,0,0,0,0
69,69,3,0.94582,-0.25983,-0.477,0.7229300000000001,0,1.33181,1.753,-1.0260200000000002,3.45586,0,0,0,0,0,0
70,70,1,0.43314,-0.6148,-1.04866,1.07886,0,2.64438,-0.78173,-2.67895,0.9117200000000001,0,0,0,0,0,0
71,71,2,-1.24696,1.41737,-0.5676100000000001,0.70175,1,-1.7365599999999999,-0.6933199999999999,-2.57376,0.01316,0,0,0,0,0,1
72,72,1,0.40461,-1.55487,-0.8690100000000001,0.87608,0,-0.91989,2.0514099999999997,-2.89398,0.15996,0,0,0,0,0,0
73,73,2,-1.94535,-0.88406,-0.5826,0.67535,0,-0.8177300000000001,-1.1517899999999999,-2.52326,2.3862900000000002,0,0,0,0,0,0
74,74,2,2.61046,-2.00489,-0.51481,0.74206,0,0.55892,-1.24601,-2.98608,3.3565199999999997,0,0,0,0,0,0
75,75,1,0.27969,-1.52603,-0.36291,0.49468,0,0.76846,0.9696299999999999,-2.93209,1.50458,0,0,0,0,0,0
76,76,2,-0.88417,0.30527,-0.59991,0.77653,0,-0.8813700000000001,-0.23389000000000001,-0.58757,1.4063,1,0,0,0,0,0
77,77,2,0.51368,1.26943,0.08258,0.05329,1,-0.07162,-0.64325,-2.71996,0.8658399999999999,0,0,0,0,0,1
78,78,3,-0.85468,0.19106,-1.1853200000000002,1.0894,0,-0.031389999999999994,-0.03982,-1.72943,2.12945,0,0,0,0,0,0
79,79,1,-0.4321,-0.0675,-0.6654899999999999,0.6789,0,3.177,2.07838,-3.7713900000000002,0.87072,0,0,0,0,0,0
80,80,2,-0.05115,-0.05134,-0.30256,0.54001,0,-0.9873,-0.92374,-2.4100200000000003,2.92191,0,0,0,0,0,0
81,81,2,0.22779,-0.52313,-0.46548999999999996,0.49536,0,-1.9938799999999999,-0.24366,-4.0426400000000005,-0.30794,0,0,0,0,0,0
82,82,1,-0.57562,1.62027,-0.23755,0.34281,1,-0.6179899999999999,-0.66908,1.36075,1.19823,0,0,0,0,0,1
83,83,1,0.3448,-0.84086,-0.27386,0.41548999999999997,0,-0.9824299999999999,0.49394,-0.8413299999999999,-0.40412,0,0,0,0,0,0
84,84,1,-0.41418,0.07889,0.20332,-0.02386,1,0.93689,1.35861,0.91456,1.00549,0,0,0,0,0,0
85,85,2,-0.13939,-0.60543,-0.48602,0.47861000000000004,0,-0.9908299999999999,-0.58975,-2.25442,2.2941,0,0,0,0,0,0
86,86,1,-1.1664,0.83015,-0.80865,0.9281299999999999,0,1.44517,1.9769599999999998,-2.74906,0.15798,0,0,0,0,0,1
87,87,2,-0.76555,1.21163,-0.5030100000000001,0.53837,1,0.1645,-1.4122700000000001,-0.45011,1.62239,0,0,0,0,0,1
88,88,2,0.00643,-0.75151,0.16247,0.16043,0,0.20665999999999998,-0.98661,-2.35961,0.54293,0,0,0,0,0,0
89,89,2,0.57579,-0.66246,-0.29172,0.34654,0,-2.09948,-1.3627799999999999,-1.2571,1.16396,0,0,0,0,0,0
90,90,2,0.94845,-0.26291,-0.8279299999999999,0.85091,0,-0.50932,-1.38299,-2.40896,2.26702,0,0,0,0,0,0
91,91,2,-1.59213,1.05108,0.35081,-0.020419999999999997,1,0.1444,-0.91105,-2.88016,2.97142,0,0,0,0,0,1
92,92,2,-1.21789,0.33372,0.12738,0.13218,1,-0.80148,-0.5955199999999999,-1.34131,-0.18031,0,1,0,0,0,0
93,93,3,0.39176,-1.41243,-0.7645,0.8967799999999999,0,0.16875,2.11554,-1.79273,1.14069,0,0,0,0,0,0
94,94,1,-0.67787,-1.49742,-0.58805,0.67009,0,-2.29553,0.7732100000000001,1.0622,1.1575,0,0,0,0,0,0
95,95,1,-0.4726,-1.1229,-0.97646,1.05159,0,0.47853999999999997,2.27965,-0.13681,1.29424,0,0,0,0,0,0
96,96,2,-1.34576,1.27542,-0.38142,0.44018999999999997,1,-2.20091,-0.77564,-3.2876,1.22482,0,0,0,0,0,1
97,97,2,-2.95195,1.54567,-0.034789999999999995,0.16202,1,-0.26945,-1.9800900000000001,-3.09449,0.73196,0,0,0,0,0,1
98,98,1,-0.69057,0.2131,-1.12668,1.18144,0,0.48988999999999994,3.2604900000000003,2.09298,-0.26245,0,0,0,0,0,0
99,99,2,1.77967,-1.20519,-0.28248,0.28707,0,-1.98535,-0.65603,-2.3477799999999998,1.73965,0,0,0,0,0,0
100,100,1,1.17173,-0.29053,0.10332999999999999,0.10422000000000001,0,2.75447,-0.32875,-2.03535,0.84852,0,0,0,0,0,0
101,101,3,0.03421,-2.29757,-0.8820600000000001,0.9757600000000001,0,1.5823,0.33571999999999996,-1.0389700000000002,2.307,0,0,0,0,0,0
102,102,2,0.34915,-0.39268,-0.11671,0.18594000000000002,0,-1.1972399999999999,-1.17775,-0.69157,0.87079,0,0,0,0,0,0
103,103,3,-1.21762,0.11442,-0.20855,0.32248000000000004,0,-1.19064,0.8173600000000001,-1.6015,1.1858799999999998,0,0,0,0,0,0
104,104,2,-1.53361,1.82089,-0.12187,0.17077,1,-1.14047,-1.65018,-0.415,-0.94195,0,0,0,0,0,1
105,105,3,-0.95804,-0.71647,-0.75861,0.9718399999999999,0,0.40131999999999995,-0.30956,-1.64058,-0.06512000000000001,0,0,0,0,0,0
106,106,3,2.13452,0.14063,-1.33693,1.2534399999999999,0,1.653,-0.88736,-1.1928299999999998,1.63847,0,0,0,0,0,0
107,107,2,0.10647,1.47015,-0.12487999999999999,0.24925,1,-1.89785,-0.92114,-2.6322,0.76252,0,0,0,0,0,1
108,108,1,0.85213,-0.18194,-0.07131,0.16277,0,0.81789,0.35416,-0.59932,0.70878,0,0,0,0,0,0
109,109,3,0.50751,0.5029,-0.78252,0.8759600000000001,0,-0.44242,-1.49445,-1.7092900000000002,3.28643,0,1,0,0,0,0
110,110,1,-1.0353,-0.47275,-0.6672100000000001,0.7248100000000001,0,2.59406,-1.15396,4.3029,2.3189,0,0,0,0,0,0
111,111,2,-0.73307,1.26175,-0.7310800000000001,0.74802,1,-0.72672,-1.8800299999999999,-1.58124,0.5408,0,0,0,0,0,1
112,112,2,2.43565,-1.90543,0.07998999999999999,0.17337,0,-0.36641999999999997,-1.81633,-1.8380299999999998,1.855,0,0,0,0,0,0
113,113,2,1.62353,0.32019,-0.8344,0.81397,0,-1.87779,-0.08786000000000001,-1.56024,2.2345900000000003,0,0,0,0,0,0
114,114,1,2.7711,-2.56316,-0.71854,0.75166,0,0.23942,-0.57702,-2.30471,2.23527,0,0,0,0,0,0
115,115,3,0.70599,-0.6606,-0.8668100000000001,1.0362799999999999,0,-0.050339999999999996,-1.33265,-0.38137,2.0752900000000003,0,0,0,0,0,0
116,116,3,-1.30314,0.13743,-0.51274,0.49653,0,0.8853,-0.8554299999999999,1.58423,3.18432,0,0,0,0,0,0
117,117,2,-2.40558,-0.26043,0.089,0.15253,0,-0.5081399999999999,-0.8269299999999999,-1.95672,-0.39333,0,0,0,0,0,0
118,118,1,1.04046,-0.42277,-0.64347,0.69215,0,-0.81348,1.5547799999999998,2.59975,-0.46943,0,0,0,0,0,0
119,119,1,1.30798,2.30008,-1.07008,1.07184,1,2.3338200000000002,1.09598,-0.98314,1.8007,0,0,0,0,0,1
120,120,2,0.52144,-0.05069,-0.17271,0.21514,0,-0.8713299999999999,-1.1573200000000001,-1.83103,0.61405,0,0,0,0,0,0
121,121,2,1.30161,-0.16616,0.11329000000000002,0.18974000000000002,0,-1.12386,-0.49982,-0.7036399999999999,2.26865,0,0,0,0,0,0
122,122,1,0.68201,0.63287,-0.9529,1.04614,0,-1.66068,0.7346,3.20031,1.77308,0,0,0,1,0,0
123,123,2,-0.57947,0.74825,-0.22103000000000003,0.48198,1,-1.06844,-0.41505,-2.79966,-0.43659,0,0,0,0,0,1
124,124,1,-1.31168,-0.03001,0.10655999999999999,0.07948,0,0.69121,-0.08407,1.4661,2.94963,0,0,0,0,0,0
125,125,1,-1.676,1.87971,-0.75076,0.77282,1,-0.36586,-0.2693,1.93703,1.53362,0,0,0,0,0,1
126,126,3,0.53665,0.37173,-0.84639,0.7962199999999999,0,0.9522700000000001,0.8431200000000001,0.77484,1.2978,0,0,0,0,0,0
128,128,3,-2.12081,-0.79959,-0.6874399999999999,0.63536,0,2.10277,1.47837,1.06187,3.46611,0,0,0,0,0,0
129,129,2,-1.61636,-0.28855,-0.53562,0.7244,0,-0.61028,0.41356000000000004,-1.5516299999999998,-0.34291,0,0,0,0,0,0
130,130,2,-1.3685,-0.53788,-0.35407,0.5312,0,-0.83883,-0.39466,0.40241,2.29541,0,0,0,0,0,0
131,131,2,0.59796,0.05976,-0.70722,0.7511,0,-0.8422200000000001,-0.97106,-1.77731,1.43308,0,0,0,0,0,0
132,132,3,-0.23772,-1.67824,-0.43853000000000003,0.41933000000000004,0,0.69026,-0.46121,-1.55473,2.19298,0,0,0,0,0,0
133,133,1,-0.94899,2.09022,-0.0043,0.09025,1,2.8559799999999997,3.4512199999999997,-2.01188,1.89755,0,0,0,0,0,1
134,134,1,0.24179,0.4171,0.0984,0.0205,1,1.0454700000000001,0.51417,-1.0647799999999998,-1.11039,0,1,0,0,0,0
137,137,3,1.49514,0.1175,-0.31008,0.44173,0,1.1271,0.25139,1.6375899999999999,-0.13249,0,0,0,0,0,0
138,138,1,-0.71169,0.54555,-1.16394,1.17057,0,1.50678,0.46255,-1.27455,0.48545,0,1,0,0,0,0
139,139,3,-0.58334,0.73154,-0.9038799999999999,0.8771899999999999,0,0.89197,1.7230299999999998,1.9517900000000001,-1.61614,0,0,0,1,0,0
140,140,1,-0.72923,-0.18562,-0.80953,0.88726,0,-0.33483,-2.55386,-2.96845,1.75573,0,0,0,0,0,0
141,141,2,-1.77377,0.52621,0.2637,-0.02745,1,-1.36674,-1.4338600000000001,-4.87915,0.38338,0,0,0,1,0,0
142,142,2,0.16517,-0.05494,-0.47168000000000004,0.48782,0,-1.3514700000000002,-1.21671,-1.70757,1.24593,0,0,0,0,0,0
143,143,1,0.16488,0.34402,-0.9459299999999999,1.02225,0,3.7049800000000004,0.44964,1.447,2.29786,1,0,0,0,0,0
144,144,2,-0.01109,0.55893,-0.35381,0.45448,1,-1.9410599999999998,-0.94553,0.65549,1.18644,0,0,1,0,0,0
145,145,2,-0.09096,-0.8647,-0.8046800000000001,0.82801,0,-0.01408,-0.9117200000000001,-0.9685299999999999,-0.15425999999999998,0,0,0,0,0,0
146,146,3,0.67188,-0.63531,-0.62961,0.73253,0,1.7005,0.36769,-1.18208,2.87902,0,0,0,0,0,0
147,147,2,-1.85398,0.45068,-0.06402999999999999,0.36291,1,-2.20696,-0.9490200000000001,-2.2577599999999998,2.49655,0,0,0,1,0,0
148,148,1,-1.17364,-0.65217,-1.0826799999999999,1.1431,0,-0.83747,1.43456,-1.0848,-0.56844,0,0,0,0,0,0
149,149,1,-1.42463,-0.50345,0.10464000000000001,0.00345,0,-0.08828,-1.6046,-1.28738,1.32346,0,0,0,0,0,0
150,150,3,-2.06238,1.05831,-0.7904399999999999,1.0134299999999998,1,-0.8175399999999999,0.25094,-0.75618,4.1342099999999995,0,0,0,0,0,1
151,151,1,-1.96722,1.34477,-0.9534299999999999,0.97078,1,1.39762,1.0646,1.0012299999999998,0.70043,0,0,0,0,0,1
152,152,3,-1.11699,2.58115,-1.4121700000000001,1.37897,1,0.26213000000000003,1.25617,-1.14799,3.12078,0,0,0,0,0,1
153,153,2,-0.09561,0.73444,-0.57187,0.6893699999999999,1,-0.14413,-0.79908,-1.74555,1.37255,0,0,0,0,1,0
154,154,1,0.3283,0.82568,-1.1523299999999999,1.1183299999999998,0,1.8490900000000001,2.6574400000000002,-2.37169,2.41555,0,0,0,1,0,0
155,155,2,-0.96695,0.96483,-0.5795100000000001,0.57943,1,-1.38425,-1.21262,-3.48371,2.00588,0,0,0,0,0,1
156,156,1,2.58891,-0.98354,-1.15155,1.16326,0,0.59063,0.99649,-2.68876,1.9217400000000002,0,0,0,0,0,0
157,157,1,-0.12356,0.43666,-0.31815,0.46371999999999997,0,-0.9984700000000001,2.83507,-0.42417,0.68685,0,1,0,0,0,0
158,158,2,0.0654,-1.80573,-0.41536000000000006,0.623,0,-1.40234,-1.21105,-1.18093,-0.37109000000000003,0,0,0,0,0,0
159,159,1,-3.17997,1.36925,-0.69182,0.73341,1,2.25455,-1.31427,-0.07174,0.51715,0,0,0,0,0,1
160,160,1,1.65699,-0.85242,0.06045,0.12182,0,1.39934,-0.27295,-1.9137400000000002,2.6302,0,0,0,0,0,0
161,161,2,0.14277,0.90641,-0.8003,0.78563,1,-0.9360200000000001,-1.5931799999999998,0.13438,1.6832900000000002,0,0,0,0,1,0
162,162,2,0.14963,-0.06721,-0.51381,0.66562,0,-0.4925,-0.9867299999999999,-4.83275,0.9814,0,0,0,0,0,0
163,163,2,0.75434,0.65646,0.04652,0.21936,1,-0.9724,-1.3372899999999999,-1.89976,2.51465,0,0,0,0,0,1
164,164,2,0.8915,0.07155,-0.76603,0.7367199999999999,0,-0.46019,-0.58839,-2.77696,1.05189,0,0,0,0,0,0
165,165,1,0.34687,0.84285,-0.2636,0.42333999999999994,1,0.19812000000000002,0.59037,-1.34619,0.6017,0,0,0,0,0,1
166,166,3,-1.69378,-0.27272,-0.27248,0.37665,0,0.7801899999999999,-0.21395999999999998,3.35983,-0.37816,0,0,0,0,0,0
167,167,1,-1.8927,1.63806,-0.10652,0.23594,1,1.01158,2.11099,0.56865,3.1120099999999997,0,0,0,0,0,1
168,168,3,-1.29325,0.07035,-1.09274,1.1705299999999998,0,1.40826,1.6064,-0.37461,0.8075899999999999,0,0,0,0,0,0
169,169,2,-1.06645,0.67114,-0.32161999999999996,0.52573,1,-0.33376,-0.34881999999999996,-1.05735,1.47898,0,0,0,0,1,0
170,170,2,1.29404,-0.57929,0.20792,0.04899,0,-1.6160299999999999,-0.74912,-1.20872,-0.07182999999999999,0,0,0,0,0,0
171,171,2,-1.02617,-0.20982,-0.33859,0.45576000000000005,0,-0.86218,-1.78112,-0.30485999999999996,1.10113,0,0,0,0,0,0
172,172,1,-2.07121,-0.86294,-0.91027,0.9050600000000001,0,0.37889,3.39465,-2.9083,-0.2671,0,0,0,0,0,0
173,173,1,1.10809,0.12881,-1.12322,1.1544299999999998,0,1.04006,2.05892,0.68238,1.07089,0,0,0,0,0,0
174,174,2,-0.65307,-1.62732,-0.32032,0.51753,0,-0.37501999999999996,0.13927,-0.46447,1.14706,0,0,0,0,0,0
175,175,1,-1.61705,1.86088,-0.31540999999999997,0.46926,1,2.65652,0.96775,0.2217,1.46851,0,0,0,0,0,1
176,176,1,0.10569,0.70351,-0.96285,1.05626,0,1.72732,1.3289799999999998,1.65124,-1.10025,0,0,0,1,0,0
177,177,2,-0.30751,-0.96825,-0.47446000000000005,0.48191999999999996,0,-0.13993,-0.2521,-0.46435,1.11571,0,0,0,0,0,0
178,178,2,0.26171,-0.07121,0.12830999999999998,0.15929000000000001,0,-1.59932,-1.89523,-1.80152,0.13221,0,0,0,0,0,0
179,179,1,-0.5468,2.1858,-0.53168,0.66257,1,3.42711,1.00773,-0.48743000000000003,0.1111,0,0,0,0,0,1
180,180,3,-2.1076,-0.39271,-1.18071,1.3361399999999999,0,1.16285,-2.00319,1.9907599999999999,0.10769000000000001,0,0,0,0,0,0
181,181,2,0.12325,-0.5374,-0.33432,0.58773,0,-1.30269,-0.14908,-1.89724,2.65236,0,0,0,0,0,0
182,182,2,-0.82271,1.96902,-0.27841,0.53528,1,0.33127,-1.27922,-2.9443799999999998,0.9404399999999999,0,0,0,0,0,1
183,183,2,0.47772,-0.94012,-0.6746,0.7336,0,-0.5143,-1.0319,-3.8050300000000004,-0.05631,0,0,0,0,0,0
184,184,3,-0.87763,0.98481,-0.8716200000000001,1.03378,0,0.44551999999999997,-0.52554,2.53048,-1.23116,0,0,0,0,0,1
185,185,2,-0.46081,0.31305,-0.6228100000000001,0.62812,0,-0.17795,-1.4075799999999998,-2.67358,1.35402,0,0,0,0,0,0
186,186,2,-0.24792,-0.03301,0.2387,0.0498,0,-0.96125,-1.35345,-4.91785,0.65049,0,0,0,0,0,0
187,187,2,-1.48338,0.2814,-0.60619,0.65031,0,-0.8005800000000001,-1.6541299999999999,-1.99433,2.21481,0,0,0,0,0,0
188,188,2,-0.24897,-2.54942,-0.03582,0.1938,0,-1.8382599999999998,-0.09058,-2.23568,1.3161,0,0,0,0,0,0
189,189,2,-0.83273,-0.21387,-0.67197,0.8223299999999999,0,-0.39161,-0.98408,0.4939,1.3300100000000001,0,0,0,0,0,0
190,190,2,-1.34995,-0.03158,-0.1455,0.37833,0,0.2244,-1.66514,-2.92513,1.05261,0,0,0,0,0,0
191,191,3,0.08497,0.56955,-0.7653300000000001,0.8336100000000001,0,-0.041030000000000004,0.6440899999999999,-0.39502,2.6564,0,0,1,0,0,0
192,192,2,1.38424,-1.13546,-0.00137,0.17181,0,-0.60917,-0.13438,0.44748999999999994,0.34612,0,0,0,0,0,0
193,193,2,1.23509,-0.51016,-0.17731,0.38253000000000004,0,-1.8206099999999998,-1.5709799999999998,-3.57007,2.49115,0,0,0,0,0,0
194,194,2,0.38083,-0.39322,-0.65774,0.64452,0,-2.56074,-1.51326,-2.6886,-0.4362,0,0,0,0,0,0
195,195,3,2.21357,-0.99452,-1.4397,1.38383,0,2.33697,0.03232,-1.44612,2.03399,0,0,0,0,0,0
196,196,2,1.54483,-0.05304,-0.10765999999999999,0.37873,0,-1.64756,-0.48926000000000003,-2.08157,2.00389,0,0,0,0,0,0
197,197,1,1.03859,1.0216,-0.98495,1.01017,1,1.73237,1.61432,1.75748,0.89555,0,0,0,0,0,1
198,198,1,-0.64193,-1.57923,-1.30647,1.26031,0,-0.14740999999999999,0.66196,-1.00072,-0.26592,0,0,0,0,0,0
199,199,2,2.11044,-0.34212,-0.20988,0.46136000000000005,0,-1.2419799999999999,-0.62392,-0.67279,3.98031,0,0,0,0,0,0
200,200,2,0.28395,-0.6564,-0.82342,0.7850199999999999,0,-0.24641,0.5615,-3.0099400000000003,0.31005,0,0,0,0,0,0
201,201,1,-0.40762,-1.23539,-1.30818,1.26232,0,-1.4678200000000001,1.80122,3.4493300000000002,1.7950599999999999,0,0,0,0,0,0
202,202,2,-1.78275,0.76531,-0.01977,0.16517,1,-0.6141800000000001,-1.21541,-2.04292,2.52205,0,0,0,0,0,1
